訂單編號,會員編號,貨運公司編號,訂單日期,付款日期,送貨地址,Status
NOP-21394-646,16982-35708-BZ,D001,2024-09-15 02:01:17.347725,2024-09-17 02:01:17.347725,台南市東區榮譽街181號,Shipped
FTV-77095-168,66708-26678-QK,D002,2024-08-01 02:01:17.347725,2024-08-02 02:01:17.347725,新北市三重區捷運路93號,Shipped
BOR-02906-411,08743-09057-OO,D005,2025-02-09 02:01:17.347725,2025-02-10 02:01:17.347725,桃園市中壢區龍岡路一段32巷10號,Shipped
WMP-68847-770,37490-01572-JW,D002,2025-06-11 02:01:17.347725,2025-06-13 02:01:17.347725,基隆市中山區中山一路124號,Shipped
TMO-22785-872,01811-60350-CU,D004,2023-11-08 02:01:17.347725,2023-11-09 02:01:17.347725,桃園市新屋區新榮路147號,Shipped
TJG-73587-353,24766-58139-GT,D002,2023-06-17 02:01:17.347725,2023-06-20 02:01:17.347725,台中市后里區安眉路172號,Shipped
OOU-61343-455,90123-70970-NY,D002,2024-05-10 02:01:17.347725,2024-05-12 02:01:17.347725,台北市文山區和平東路四段50巷15號3樓,Shipped
RMA-08327-369,93809-05424-MG,D004,2024-05-06 02:01:17.347725,2024-05-09 02:01:17.347725,新竹市香山區中華路六段83巷18號,Shipped
SFB-97929-779,85425-33494-HQ,D001,2025-08-01 02:01:17.347725,2025-08-02 02:01:17.347725,宜蘭縣頭城鎮民鋒路13巷22號,Shipped
AUP-10128-606,54387-64897-XC,D005,2024-01-25 02:01:17.347725,2024-01-26 02:01:17.347725,台北市南港區昆陽街5巷8號,Shipped
YTW-40242-005,01035-70465-UO,D002,2023-02-20 02:01:17.347725,2023-02-23 02:01:17.347725,新北市淡水區義山路一段44巷8號7樓,Shipped
PRP-53390-819,84260-39432-ML,D001,2024-07-21 02:01:17.347725,2024-07-22 02:01:17.347725,基隆市安樂區麥金路154號,Shipped
GSJ-01065-125,69779-40609-RS,D004,2023-07-25 02:01:17.347725,2023-07-26 02:01:17.347725,彰化縣和美鎮線東路三段73巷21號,Shipped
YQU-65147-580,80247-70000-HT,D004,2025-07-19 02:01:17.347725,2025-07-20 02:01:17.347725,台北市南港區園區街175號,Shipped
QPM-95832-683,35058-04550-VC,D005,2023-03-01 02:01:17.347725,2023-03-02 02:01:17.347725,台中市大甲區新政路226號,Shipped
BNQ-88920-567,27226-53717-SY,D001,2023-04-24 02:01:17.347725,2023-04-26 02:01:17.347725,新北市三重區仁安街160巷6號,Shipped
PUX-47906-110,02002-98725-CH,D005,2025-01-24 02:01:17.347725,2025-01-25 02:01:17.347725,屏東縣枋寮鄉臨海路二段78巷8號,Shipped
COL-72079-610,38487-01549-MV,D004,2024-04-03 02:01:17.347725,2024-04-04 02:01:17.347725,高雄市左營區曾子路68號,Shipped
LBC-45686-819,98573-41811-EQ,D003,2024-08-24 02:01:17.347725,2024-08-26 02:01:17.347725,台中市西屯區甘肅路一段220號,Shipped
BLQ-03709-265,72463-75685-MV,D004,2025-11-27 02:01:17.347725,2025-11-29 02:01:17.347725,苗栗縣竹南鎮永貞路二段154號,Shipped
VFZ-91673-181,10225-91535-AI,D003,2025-03-08 02:01:17.347725,2025-03-10 02:01:17.347725,台北市中正區常德街16號,Shipped
WKD-81956-870,48090-06534-HI,D002,2024-01-10 02:01:17.347725,2024-01-11 02:01:17.347725,基隆市安樂區武隆街110號,Shipped
TNI-91067-006,80444-58185-FX,D005,2024-01-29 02:01:17.347725,2024-01-30 02:01:17.347725,台中市南區東興路一段217號,Shipped
IZA-61469-812,13561-92774-WP,D003,2023-05-01 02:01:17.347725,2023-05-03 02:01:17.347725,台北市文山區木柵路二段89號,Shipped
PSS-22466-862,11550-78378-GE,D003,2024-09-13 02:01:17.347725,2024-09-15 02:01:17.347725,台南市歸仁區和順路一段240號,Shipped
REH-56504-397,90961-35603-RP,D003,2023-06-21 02:01:17.347725,2023-06-24 02:01:17.347725,台中市西屯區甘肅路一段220號,Shipped
ALA-62598-016,57145-03803-ZL,D003,2023-06-14 02:01:17.347725,2023-06-16 02:01:17.347725,桃園市龜山區文化七路43號,Shipped
EYE-70374-835,89115-11966-VF,D004,2024-10-22 02:01:17.347725,2024-10-25 02:01:17.347725,基隆市七堵區明德一路137巷24號4樓,Shipped
CCZ-19589-212,05754-41702-FG,D001,2024-07-20 02:01:17.347725,2024-07-23 02:01:17.347725,台中市潭子區北環路152號,Shipped
BPT-83989-157,84269-49816-ML,D005,2025-02-19 02:01:17.347725,2025-02-20 02:01:17.347725,高雄市鼓山區鼓元街216號,Shipped
YFH-87456-208,23600-98432-ME,D002,2022-10-05 02:01:17.347725,2022-10-08 02:01:17.347725,台北市中正區衡陽路29巷2號,Shipped
JLN-14700-924,79058-02767-CP,D002,2023-10-22 02:01:17.347725,2023-10-25 02:01:17.347725,桃園市中壢區領航南路二段137巷19號,Shipped
JVW-22582-137,89208-74646-UK,D005,2024-07-16 02:01:17.347725,2024-07-19 02:01:17.347725,新北市新店區北宜路一段158號,Shipped
LAA-41879-001,11408-81032-UR,D003,2025-06-05 02:01:17.347725,2025-06-08 02:01:17.347725,高雄市三民區澄和路68巷5號5樓,Shipped
BRV-64870-915,32070-55528-UG,D003,2022-08-09 02:01:17.347725,2022-08-11 02:01:17.347725,新北市樹林區中山路三段8號,Shipped
RGJ-12544-083,48873-84433-PN,D003,2023-06-07 02:01:17.347725,2023-06-10 02:01:17.347725,台中市南屯區南屯路二段239號,Shipped
JJX-83339-346,32928-18158-OW,D003,2025-04-27 02:01:17.347725,2025-04-28 02:01:17.347725,高雄市大寮區新厝路197巷22號6樓,Shipped
BIU-21970-705,89711-56688-GG,D001,2024-04-01 02:01:17.347725,2024-04-03 02:01:17.347725,南投縣名間鄉名松路二段101號,Shipped
ELJ-87741-745,48389-71976-JB,D003,2023-06-15 02:01:17.347725,2023-06-17 02:01:17.347725,台北市文山區和平東路四段50巷15號3樓,Shipped
SGI-48226-857,84033-80762-EQ,D002,2023-10-05 02:01:17.347725,2023-10-06 02:01:17.347725,台北市中正區汀州路二段267號,Shipped
AHV-66988-037,12743-00952-KO,D001,2024-01-02 02:01:17.347725,2024-01-04 02:01:17.347725,宜蘭縣宜蘭市公園路70巷1號,Shipped
ISK-42066-094,41505-42181-EF,D004,2023-07-22 02:01:17.347725,2023-07-24 02:01:17.347725,新北市八里區商港路132巷20號,Shipped
FTC-35822-530,14307-87663-KB,D004,2024-02-03 02:01:17.347725,2024-02-05 02:01:17.347725,新北市蘆洲區永樂街243號,Shipped
VSS-56247-688,08360-19442-GB,D002,2025-09-13 02:01:17.347725,2025-09-14 02:01:17.347725,基隆市安樂區武聖街130號,Shipped
HVW-25584-144,93405-51204-UW,D003,2023-08-24 02:01:17.347725,2023-08-26 02:01:17.347725,桃園市中壢區領航南路二段137巷19號,Shipped
MUY-15309-209,97152-03355-IW,D003,2025-04-06 02:01:17.347725,2025-04-08 02:01:17.347725,高雄市新興區自立二路104巷20號,Shipped
VAJ-44572-469,79216-73157-TE,D004,2024-02-20 02:01:17.347725,2024-02-22 02:01:17.347725,台中市西屯區西屯路二段28號,Shipped
YJU-84377-606,20259-47723-AC,D001,2023-10-31 02:01:17.347725,2023-11-03 02:01:17.347725,宜蘭縣宜蘭市民族路183巷22號5樓,Shipped
VNC-93921-469,04666-71569-RI,D004,2023-05-26 02:01:17.347725,2023-05-28 02:01:17.347725,高雄市楠梓區高楠公路50巷9號,Shipped
OGB-91614-810,08909-77713-CG,D001,2023-06-13 02:01:17.347725,2023-06-16 02:01:17.347725,桃園市大園區航站南路162巷11號,Shipped
BQI-61647-496,84340-73931-VV,D003,2024-10-06 02:01:17.347725,2024-10-09 02:01:17.347725,新竹縣竹北市勝利八街一段174號,Shipped
IOM-51636-823,04609-95151-XH,D001,2025-11-29 02:01:17.347725,2025-11-30 02:01:17.347725,桃園市中壢區環中東路103巷23號,Shipped
GGD-38107-641,99562-88650-YF,D003,2025-03-18 02:01:17.347725,2025-03-21 02:01:17.347725,高雄市鳳山區文龍東路58號,Shipped
LTO-95975-728,46560-73885-PJ,D003,2025-02-05 02:01:17.347725,2025-02-06 02:01:17.347725,台北市中正區常德街162號,Shipped
IGM-84664-265,80179-44620-WN,D004,2024-12-24 02:01:17.347725,2024-12-25 02:01:17.347725,苗栗縣三義鄉水美路91巷18號,Shipped
SKO-45740-621,04666-71569-RI,D003,2023-05-11 02:01:17.347725,2023-05-13 02:01:17.347725,高雄市楠梓區高楠公路50巷9號,Shipped
FOJ-02234-063,59081-87231-VP,D003,2025-08-18 02:01:17.347725,2025-08-19 02:01:17.347725,桃園市大園區中山北路21號,Shipped
MSJ-11909-468,07878-45872-CC,D005,2025-03-08 02:01:17.347725,2025-03-10 02:01:17.347725,宜蘭縣宜蘭市公園路70巷1號,Shipped
DKB-78053-329,12444-05174-OO,D004,2024-10-01 02:01:17.347725,2024-10-02 02:01:17.347725,台中市北屯區梅川東路四段54號,Shipped
DFZ-45083-941,34665-62561-AU,D005,2024-03-16 02:01:17.347725,2024-03-19 02:01:17.347725,新北市土城區金城路2段79巷10號2樓,Shipped
OTA-40969-710,77877-11993-QH,D005,2022-07-07 02:01:17.347725,2022-07-08 02:01:17.347725,台北市文山區興隆路四段86巷20號,Shipped
GRH-45571-667,32291-18308-YZ,D003,2022-12-09 02:01:17.347725,2022-12-11 02:01:17.347725,台北市北投區振華街89巷22號,Shipped
NXV-05302-067,25754-33191-ZI,D001,2022-08-15 02:01:17.347725,2022-08-18 02:01:17.347725,新北市林口區仁愛路二段32巷28號,Shipped
VZH-86274-142,53120-45532-KL,D004,2025-08-25 02:01:17.347725,2025-08-28 02:01:17.347725,桃園市楊梅區裕成路138巷22號,Shipped
KIX-93248-135,36605-83052-WB,D004,2023-06-06 02:01:17.347725,2023-06-08 02:01:17.347725,苗栗縣苗栗市愛國路201號,Shipped
AXR-10962-010,53683-35977-KI,D002,2024-07-21 02:01:17.347725,2024-07-24 02:01:17.347725,台北市文山區興隆路一段127巷20號,Shipped
IHS-71573-008,07972-83134-NM,D004,2024-08-31 02:01:17.347725,2024-09-01 02:01:17.347725,台北市大安區敦化南路二段259號,Shipped
QTR-19001-114,01035-70465-UO,D004,2023-03-16 02:01:17.347725,2023-03-18 02:01:17.347725,新北市淡水區義山路一段44巷8號7樓,Shipped
WBK-62297-910,25514-23938-IQ,D001,2024-09-09 02:01:17.347725,2024-09-11 02:01:17.347725,新竹縣竹東鎮東寧路三段72巷23號7樓,Shipped
OGY-19377-175,49084-44492-OJ,D005,2022-11-01 02:01:17.347725,2022-11-03 02:01:17.347725,彰化縣彰化市彰馬路178號,Shipped
ESR-66651-814,76624-72205-CK,D002,2023-09-13 02:01:17.347725,2023-09-14 02:01:17.347725,新北市瑞芳區明燈路三段165號,Shipped
CPX-46916-770,12729-50170-JE,D002,2024-12-20 02:01:17.347725,2024-12-23 02:01:17.347725,台中市東區力行路63號,Shipped
MDC-03318-645,43974-44760-QI,D001,2025-08-23 02:01:17.347725,2025-08-25 02:01:17.347725,桃園市桃園區建新街75號,Shipped
SFF-86059-407,30585-48726-BK,D004,2023-09-27 02:01:17.347725,2023-09-30 02:01:17.347725,台北市大安區建國南路一段168巷17號,Shipped
SCL-94540-788,16123-07017-TY,D001,2025-10-06 02:01:17.347725,2025-10-08 02:01:17.347725,花蓮縣新城鄉嘉新路56巷14號,Shipped
HVU-21634-076,27723-45097-MH,D004,2023-10-04 02:01:17.347725,2023-10-05 02:01:17.347725,高雄市橋頭區仕豐路74號,Shipped
XUS-73326-418,37078-56703-AF,D004,2024-04-12 02:01:17.347725,2024-04-14 02:01:17.347725,苗栗縣竹南鎮科專三路298號,Shipped
XWD-18933-006,79420-11075-MY,D005,2022-12-24 02:01:17.347725,2022-12-27 02:01:17.347725,台北市北投區西安街二段187號,Shipped
HPD-65272-772,57504-13456-UO,D003,2022-06-20 02:01:17.347725,2022-06-21 02:01:17.347725,桃園市龍潭區百年路192號,Shipped
JEG-93140-224,53751-57560-CN,D001,2024-06-02 02:01:17.347725,2024-06-05 02:01:17.347725,新北市三峽區大德路255號,Shipped
NNH-62058-950,96112-42558-EA,D004,2024-05-09 02:01:17.347725,2024-05-12 02:01:17.347725,新北市瑞芳區明燈路三段165號,Shipped
LTD-71429-845,03157-23165-UB,D005,2022-06-19 02:01:17.347725,2022-06-21 02:01:17.347725,基隆市仁愛區仁三路7巷16號,Shipped
MPV-26985-215,51466-52850-AG,D002,2022-10-16 02:01:17.347725,2022-10-19 02:01:17.347725,新北市板橋區合安一路186巷5號,Shipped
IYO-10245-081,57145-31023-FK,D003,2023-09-02 02:01:17.347725,2023-09-04 02:01:17.347725,彰化縣永靖鄉永福路1段130號,Shipped
BYZ-39669-954,66408-53777-VE,D001,2023-11-11 02:01:17.347725,2023-11-14 02:01:17.347725,高雄市大社區金龍路8號,Shipped
EFB-72860-209,53035-99701-WG,D004,2023-02-09 02:01:17.347725,2023-02-10 02:01:17.347725,新北市三重區仁安街160巷6號,Shipped
GMM-72397-378,45899-92796-EI,D004,2025-09-08 02:01:17.347725,2025-09-09 02:01:17.347725,新北市瑞芳區明燈路三段165號,Shipped
LYP-52345-883,17649-28133-PY,D002,2024-07-17 02:01:17.347725,2024-07-18 02:01:17.347725,新北市中和區興南路二段151巷16號,Shipped
DFK-35846-692,49612-33852-CN,D002,2023-02-26 02:01:17.347725,2023-03-01 02:01:17.347725,彰化縣芳苑鄉斗苑路三合段240號,Shipped
XAH-93337-609,66976-43829-YG,D001,2025-02-20 02:01:17.347725,2025-02-23 02:01:17.347725,台南市善化區環東路二段161巷3號,Shipped
QKA-72582-644,64852-04619-XZ,D004,2024-04-10 02:01:17.347725,2024-04-12 02:01:17.347725,新北市新莊區豐年街193號,Shipped
ZDK-84567-102,58690-31815-VY,D003,2025-03-24 02:01:17.347725,2025-03-26 02:01:17.347725,新北市瑞芳區三爪子坑路70巷25號7樓,Shipped
WAV-38301-984,62863-81239-DT,D001,2024-07-13 02:01:17.347725,2024-07-16 02:01:17.347725,南投縣南投市光華十路7巷20號,Shipped
KZR-33023-209,21177-40725-CF,D003,2025-08-01 02:01:17.347725,2025-08-04 02:01:17.347725,新北市新店區寶橋路238號,Shipped
ULM-49433-003,99421-80253-UI,D003,2023-12-08 02:01:17.347725,2023-12-09 02:01:17.347725,宜蘭縣宜蘭市公園路70巷1號,Shipped
SIB-83254-136,45315-50206-DK,D004,2022-09-04 02:01:17.347725,2022-09-06 02:01:17.347725,新北市八里區商港路132巷20號,Shipped
NOK-50349-551,09595-95726-OV,D004,2024-06-26 02:01:17.347725,2024-06-29 02:01:17.347725,新北市汐止區福德一路205號,Shipped
YIS-96268-844,60221-67036-TD,D003,2023-06-06 02:01:17.347725,2023-06-08 02:01:17.347725,新北市中和區中板路114號,Shipped
CXI-04933-855,62923-29397-KX,D004,2022-08-20 02:01:17.347725,2022-08-22 02:01:17.347725,新北市淡水區新市五路三段168號,Shipped
IZU-90429-382,33011-52383-BA,D003,2025-07-19 02:01:17.347725,2025-07-20 02:01:17.347725,新北市中和區圓通路103巷1號4樓,Shipped
WIT-40912-783,86768-91598-FA,D002,2024-01-22 02:01:17.347725,2024-01-24 02:01:17.347725,台北市文山區興隆路四段86巷20號,Shipped
PSD-57291-590,37191-12203-MX,D005,2023-02-16 02:01:17.347725,2023-02-19 02:01:17.347725,嘉義縣民雄鄉建國路二段14巷2號,Shipped
GOI-41472-677,16545-76328-JY,D002,2024-11-27 02:01:17.347725,2024-11-28 02:01:17.347725,台北市文山區興隆路一段127巷20號,Shipped
KTX-17944-494,74330-29286-RO,D003,2023-04-23 02:01:17.347725,2023-04-26 02:01:17.347725,桃園市平鎮區德育路二段228號,Shipped
RDM-99811-230,22349-47389-GY,D001,2023-03-22 02:01:17.347725,2023-03-23 02:01:17.347725,台南市歸仁區中正北路二段252號,Shipped
JTU-55897-581,70290-38099-GB,D005,2023-06-24 02:01:17.347725,2023-06-26 02:01:17.347725,新北市林口區66號,Shipped
CRK-07584-240,18741-72071-PP,D001,2024-05-26 02:01:17.347725,2024-05-29 02:01:17.347725,新北市泰山區新北大道五段89巷25號,Shipped
MKE-75518-399,62588-82624-II,D004,2025-10-10 02:01:17.347725,2025-10-13 02:01:17.347725,桃園市楊梅區獅一路27巷15號,Shipped
AEL-51169-725,37430-29579-HD,D005,2023-05-29 02:01:17.347725,2023-06-01 02:01:17.347725,桃園市中壢區復華九街76號,Shipped
ZGM-83108-823,84132-22322-QT,D003,2025-05-20 02:01:17.347725,2025-05-23 02:01:17.347725,新北市淡水區新市二路二段87巷29號,Shipped
JBP-78754-392,74330-29286-RO,D005,2023-08-24 02:01:17.347725,2023-08-25 02:01:17.347725,桃園市平鎮區德育路二段228號,Shipped
RNH-54912-747,37445-17791-NQ,D003,2024-08-24 02:01:17.347725,2024-08-26 02:01:17.347725,新北市三重區仁興街105巷22號3樓,Shipped
JDS-33440-914,58511-10548-ZU,D004,2025-02-20 02:01:17.347725,2025-02-22 02:01:17.347725,台北市大安區辛亥路二段71號,Shipped
SYX-48878-182,47725-34771-FJ,D002,2024-12-22 02:01:17.347725,2024-12-23 02:01:17.347725,台中市北屯區豐樂路35號,Shipped
ZGD-94763-868,53086-67334-KT,D003,2023-04-21 02:01:17.347725,2023-04-22 02:01:17.347725,新北市三芝區淡金路一段166巷25號4樓,Shipped
CZY-70361-485,83308-82257-UN,D001,2022-10-18 02:01:17.347725,2022-10-20 02:01:17.347725,台中市豐原區鎌村路30巷23號5樓,Shipped
RJR-12175-899,37274-08534-FM,D002,2022-06-25 02:01:17.347725,2022-06-28 02:01:17.347725,台中市西區向上路一段168號,Shipped
ELB-07929-407,54004-04664-AA,D002,2025-04-27 02:01:17.347725,2025-04-29 02:01:17.347725,高雄市左營區立大路219號,Shipped
UJQ-54441-340,26822-19510-SD,D005,2022-11-22 02:01:17.347725,2022-11-23 02:01:17.347725,台中市豐原區田心路二段91巷21號,Shipped
OWY-43108-475,06432-73165-ML,D003,2024-03-30 02:01:17.347725,2024-03-31 02:01:17.347725,台中市西屯區大墩十九街9巷13號1樓,Shipped
GNO-91911-159,96503-31833-CW,D003,2024-04-11 02:01:17.347725,2024-04-12 02:01:17.347725,台中市豐原區南陽路233號,Shipped
CNY-06284-066,63985-64148-MG,D005,2024-10-19 02:01:17.347725,2024-10-21 02:01:17.347725,苗栗縣後龍鎮造豐路77巷29號2樓,Shipped
OQS-46321-904,19597-91185-CM,D002,2022-11-12 02:01:17.347725,2022-11-14 02:01:17.347725,新北市中和區中安街142巷27號,Shipped
IBW-87442-480,79814-23626-JR,D001,2025-11-06 02:01:17.347725,2025-11-09 02:01:17.347725,新北市烏來區34巷14號,Shipped
DGZ-82537-477,43439-94003-DW,D003,2023-12-08 02:01:17.347725,2023-12-10 02:01:17.347725,高雄市岡山區筧橋路131號,Shipped
LPS-39089-432,97655-45555-LI,D003,2022-08-17 02:01:17.347725,2022-08-19 02:01:17.347725,桃園市中壢區新中北路二段175巷18號,Shipped
MQU-86100-929,64418-01720-VW,D005,2022-09-27 02:01:17.347725,2022-09-30 02:01:17.347725,台南市安南區培安路105巷18號,Shipped
XUR-14132-391,96836-09258-RI,D003,2025-12-01 02:01:17.347725,2025-12-04 02:01:17.347725,高雄市三民區澄和路125巷22號,Shipped
OVI-27064-381,37274-08534-FM,D004,2023-03-08 02:01:17.347725,2023-03-09 02:01:17.347725,台中市西區向上路一段168號,Shipped
SHP-17012-870,69529-07533-CV,D004,2023-10-01 02:01:17.347725,2023-10-04 02:01:17.347725,彰化縣二林鎮里斗苑路四段64號,Shipped
FDY-03414-903,94840-49457-UD,D004,2022-12-05 02:01:17.347725,2022-12-07 02:01:17.347725,台中市大里區工業二路74巷28號,Shipped
WXT-85291-143,81414-81273-DK,D004,2022-12-28 02:01:17.347725,2022-12-31 02:01:17.347725,新北市烏來區環山路112巷6號,Shipped
QNP-18893-547,76930-61689-CH,D003,2023-01-27 02:01:17.347725,2023-01-28 02:01:17.347725,台北市大安區新生南路一段68號,Shipped
DOH-92927-530,12839-56537-TQ,D005,2023-06-19 02:01:17.347725,2023-06-20 02:01:17.347725,高雄市鳳山區鳳育路8巷4號,Shipped
HGJ-82768-173,62741-01322-HU,D002,2024-12-19 02:01:17.347725,2024-12-22 02:01:17.347725,台北市士林區中山北路六段37號,Shipped
YPT-95383-088,43439-94003-DW,D001,2025-01-26 02:01:17.347725,2025-01-29 02:01:17.347725,高雄市岡山區筧橋路131號,Shipped
OYH-16533-767,44932-34838-RM,D005,2023-10-07 02:01:17.347725,2023-10-10 02:01:17.347725,台北市南港區忠孝東路六段249號,Shipped
DWW-28642-549,91181-19412-RQ,D005,2024-06-24 02:01:17.347725,2024-06-25 02:01:17.347725,台中市潭子區興華一路78巷25號,Shipped
CGO-79583-871,37182-54930-XC,D005,2022-06-27 02:01:17.347725,2022-06-29 02:01:17.347725,台中市豐原區南陽路233號,Shipped
TFY-52090-386,08613-17327-XT,D005,2023-02-05 02:01:17.347725,2023-02-08 02:01:17.347725,新北市板橋區僑中一街87巷19號6樓,Shipped
NYY-73968-094,70451-38048-AH,D004,2022-12-08 02:01:17.347725,2022-12-11 02:01:17.347725,台北市大同區延平北路三段163巷7號,Shipped
QEY-71761-460,35442-75769-PL,D001,2025-03-24 02:01:17.347725,2025-03-27 02:01:17.347725,台南市安平區國平路169號,Shipped
GKQ-82603-910,83737-56117-JE,D003,2023-05-14 02:01:17.347725,2023-05-16 02:01:17.347725,高雄市旗津區廟前路179號,Shipped
IOB-32673-745,07095-81281-NJ,D005,2024-09-20 02:01:17.347725,2024-09-23 02:01:17.347725,彰化縣溪湖鎮崙子腳路233號,Shipped
YAU-98893-150,77043-48851-HG,D004,2025-05-10 02:01:17.347725,2025-05-13 02:01:17.347725,台中市東勢區石城街2巷17號5樓,Shipped
XNM-14163-951,78224-60622-KH,D001,2023-03-29 02:01:17.347725,2023-03-31 02:01:17.347725,台北市內湖區安泰街51巷16號,Shipped
JPB-45297-000,83105-86631-IU,D004,2025-10-24 02:01:17.347725,2025-10-25 02:01:17.347725,高雄市三民區澄和路68巷5號5樓,Shipped
MOU-74341-266,99358-65399-TC,D002,2022-08-30 02:01:17.347725,2022-09-02 02:01:17.347725,高雄市仁武區水管路233號,Shipped
DHJ-87461-571,94525-76037-JP,D003,2023-12-17 02:01:17.347725,2023-12-18 02:01:17.347725,嘉義縣民雄鄉建國路二段93號,Shipped
DKM-97676-850,43439-94003-DW,D005,2023-09-26 02:01:17.347725,2023-09-27 02:01:17.347725,高雄市岡山區筧橋路131號,Shipped
UEB-09112-118,82718-93677-XO,D001,2023-05-25 02:01:17.347725,2023-05-28 02:01:17.347725,桃園市楊梅區瑞溪路二段287號,Shipped
ORZ-67699-748,44708-78241-DF,D002,2023-06-10 02:01:17.347725,2023-06-12 02:01:17.347725,新北市三重區龍門路7號,Shipped
JXP-28398-485,23039-93032-FN,D003,2024-10-04 02:01:17.347725,2024-10-05 02:01:17.347725,新竹市東區金山街176巷22號,Shipped
WWH-92259-198,35256-12529-FT,D004,2025-07-04 02:01:17.347725,2025-07-05 02:01:17.347725,台中市南區東興路一段217號,Shipped
FLR-82914-153,86100-33488-WP,D005,2025-01-02 02:01:17.347725,2025-01-04 02:01:17.347725,南投縣名間鄉名松路二段101號,Shipped
AMB-93600-000,64435-53100-WM,D005,2022-09-06 02:01:17.347725,2022-09-08 02:01:17.347725,南投縣竹山鎮前山路一段72號,Shipped
FEP-36895-658,44699-43836-UH,D003,2022-08-01 02:01:17.347725,2022-08-02 02:01:17.347725,雲林縣東勢鄉康安路7巷16號,Shipped
RXW-91413-276,29588-35679-RG,D005,2023-12-09 02:01:17.347725,2023-12-11 02:01:17.347725,新北市新店區文化路119號,Shipped
SDB-77492-188,64815-54078-HH,D003,2025-08-28 02:01:17.347725,2025-08-31 02:01:17.347725,新北市新店區如意街270號,Shipped
RZN-65182-395,59572-41990-XY,D003,2024-07-20 02:01:17.347725,2024-07-23 02:01:17.347725,桃園市桃園區正康二街191號,Shipped
HDQ-86094-507,32481-61533-ZJ,D004,2022-08-20 02:01:17.347725,2022-08-22 02:01:17.347725,宜蘭縣宜蘭市東港路203號,Shipped
YXO-79631-417,31587-92570-HL,D001,2025-01-18 02:01:17.347725,2025-01-19 02:01:17.347725,台北市大安區新生南路一段68號,Shipped
SNF-57032-096,93832-04799-ID,D002,2023-06-08 02:01:17.347725,2023-06-09 02:01:17.347725,新北市中和區中安街142巷27號,Shipped
DGL-29648-995,59367-30821-ZQ,D002,2024-11-08 02:01:17.347725,2024-11-10 02:01:17.347725,台北市南港區忠孝東路六段249號,Shipped
GPU-65651-504,83947-45528-ET,D001,2025-09-03 02:01:17.347725,2025-09-04 02:01:17.347725,台北市大安區辛亥路二段65巷12號,Shipped
OJU-34452-896,60799-92593-CX,D003,2022-05-30 02:01:17.347725,2022-06-01 02:01:17.347725,新北市淡水區中山北路二段92巷19號,Shipped
GZS-50547-887,61600-55136-UM,D001,2022-05-31 02:01:17.347725,2022-06-02 02:01:17.347725,台北市文山區木新路二段84號,Shipped
ESR-54041-053,59771-90302-OF,D003,2025-09-16 02:01:17.347725,2025-09-19 02:01:17.347725,雲林縣台西鄉崙豐路283號,Shipped
OGD-10781-526,16880-78077-FB,D002,2024-01-28 02:01:17.347725,2024-01-31 02:01:17.347725,桃園市中壢區吉林二路207號,Shipped
FVH-29271-315,74415-50873-FC,D004,2025-10-23 02:01:17.347725,2025-10-25 02:01:17.347725,新北市中和區興南路二段151巷16號,Shipped
BNZ-20544-633,31798-95707-NR,D002,2024-02-14 02:01:17.347725,2024-02-15 02:01:17.347725,台南市南區健康路二段37號,Shipped
FUX-85791-078,59122-08794-WT,D001,2024-02-09 02:01:17.347725,2024-02-12 02:01:17.347725,台北市士林區中山北路七段27巷8號,Shipped
YXP-20078-116,37238-52421-JJ,D002,2024-01-17 02:01:17.347725,2024-01-18 02:01:17.347725,新北市三峽區民權街86號,Shipped
VQV-59984-866,48854-01899-FN,D003,2022-07-01 02:01:17.347725,2022-07-04 02:01:17.347725,高雄市左營區孔營路77號,Shipped
JEH-37276-048,80896-38819-DW,D004,2024-10-23 02:01:17.347725,2024-10-25 02:01:17.347725,新北市三峽區大學路79巷6號,Shipped
VYD-28555-589,29814-01459-RC,D002,2022-12-06 02:01:17.347725,2022-12-08 02:01:17.347725,台中市南屯區東興路二段38巷22號1樓,Shipped
WUG-76466-650,43439-94003-DW,D002,2024-06-17 02:01:17.347725,2024-06-20 02:01:17.347725,高雄市岡山區筧橋路131號,Shipped
RJV-08261-583,48497-29281-FE,D005,2025-07-19 02:01:17.347725,2025-07-22 02:01:17.347725,台中市南屯區南屯路二段239號,Shipped
PMR-56062-609,43605-12616-YH,D001,2023-05-05 02:01:17.347725,2023-05-08 02:01:17.347725,台北市士林區忠誠路二段146號,Shipped
XLD-12920-505,21907-75962-VB,D002,2022-08-24 02:01:17.347725,2022-08-27 02:01:17.347725,新竹縣竹東鎮東寧路三段72巷23號7樓,Shipped
UBW-50312-037,69503-12127-YD,D002,2023-06-04 02:01:17.347725,2023-06-05 02:01:17.347725,台北市大同區南京西路143巷13號,Shipped
QAW-05889-019,68810-07329-EU,D005,2025-04-23 02:01:17.347725,2025-04-26 02:01:17.347725,台北市大安區忠孝東路四段95號,Shipped
EPT-12715-397,08478-75251-OG,D001,2024-01-03 02:01:17.347725,2024-01-06 02:01:17.347725,台中市豐原區豐原大道四段251號,Shipped
DHT-93810-053,17005-82030-EA,D004,2025-01-09 02:01:17.347725,2025-01-12 02:01:17.347725,新竹縣湖口鄉中正路三段5巷1號,Shipped
DMY-96037-963,42179-95059-DO,D002,2024-02-19 02:01:17.347725,2024-02-22 02:01:17.347725,屏東縣萬巒鄉萬德路191號,Shipped
